author_id,username,author_followers,author_tweets,text,created_at,retweets,likes,tweet_length
18688771,JLiRD808,282,9914,"@wildcardpolitic @ACTBrigitte @PhilMcCrackin44 Yep Trump LOST! Glad to hear one of u acknowledge it! Kari Lake sure doesn't 🤬👎🇺🇸

And we like that ur ready to move on from Trump. Out of ur list I like Pompeo the best so far, u just need to help us get ur party OFF THE TRUMP TRAIN 😮🙏🇺🇸",2022-10-21T02:09:46.000Z,0,0,285
536744675,SCVIndy,1826,102097,@peaceandteachin @suzyqjordan @marcorubio #florida is a mindless #trump lever puller ..,2022-10-21T02:09:46.000Z,0,0,87
14919321,rigorride,9,263,"@JoJoFromJerz Not afraid of Trump, afraid of his base who control maintaining their positions of power.",2022-10-21T02:09:44.000Z,0,0,103
1480808214287507458,OmoObaAlewi,1430,10146,"nor am I represented. With that being said, please explain to this partisan hack that the Presidential Election of 2020 was Rigged and Stolen. Also, he shouldn’t be making statements about me until he understands the facts, which he doesn’t!

SIGNED
TRUMP.",2022-10-21T02:09:43.000Z,0,0,256
1128709041658716160,ForRfb,7693,55119,@LydiaCornell @VF24Ordie @BusinessInsider Trump agrees. https://t.co/lkitusIMAa,2022-10-21T02:09:43.000Z,0,0,79
1300438708160729088,DickFear1,69,19704,@masslivenews Deihl loves Trump https://t.co/41c9TOL3FI,2022-10-21T02:09:42.000Z,0,0,55
813848200469581824,Cody8531,2,158,Vote Biden 2024.  Trump will lose his sexual assault case against Ms. E. Carrol,2022-10-21T02:09:41.000Z,0,0,79
273063761,JediRiskManager,419,13321,"@FrankFigliuzzi1 Patel is up to his armpits in the illegal, corrupt attempted coup &amp; theft of classified documents. Trump moved him to DOD before attemnpted coup, wanted to have him in CIA so he could ID classified docs to steal..likely those that implicate Trump &amp; family in Russian collusion",2022-10-21T02:09:41.000Z,0,0,301
11744152,yashar,730706,215537,"We already know that @elonmusk is going to let Trump back on to Twitter. 

The question: is he going to allow Trump back on before the midterms? 

I’m assuming the answer is yes but he hasn’t said so for sure. https://t.co/bap7uzGRGN",2022-10-21T02:09:41.000Z,2,7,233
823986461598945280,meanRonDean,1411,9756,"@kimguilfoyle Lie.

You always lie, Kim.

https://t.co/cPlyWRGzK6",2022-10-21T02:09:40.000Z,0,0,65
1573457447913660416,LacarpetronM,890,17139,@IanMcna80531507 @anywherebuttn Trump lost 😆 https://t.co/Xi6Yw4phOm,2022-10-21T02:09:40.000Z,0,0,68
822930312648859648,Rational1414,2523,10465,"@ACTBrigitte I would love to know what yu drink to make the statements that you do.

Trump does not even pay his bills. Filed for bankruptcy several times and cheated with TrumpU. https://t.co/8ZacAWgpGo",2022-10-21T02:09:39.000Z,0,0,203
1322630227030233088,CRJ55746273,438,13239,"@OmarVA22 @EvanMcMullin @Fwd_Party @AdamKinzinger @MikeLeeforUtah Not even pretends, he has to get permission from trump and asks him what to do/say.",2022-10-21T02:09:38.000Z,0,0,149
1453873246886113313,Tess0473,244,20023,@SemiRespect @LennyDykstra Trump calling Asians coco chow isn't racist right racist? https://t.co/4Jj8J6c7bf,2022-10-21T02:09:38.000Z,0,0,108
1517561733249961985,TealDanODowd,99,3046,"@mtbarra @Cadillac How did you miss the opportunity to rekindle this celebrity endorsement?

https://t.co/sBvwph6llb https://t.co/00VcXlEFZ2",2022-10-21T02:09:37.000Z,0,0,140
1565533949450919941,mazziecomeout1,0,20,@robreiner Herself Walker is the Republican party. I think of him as a Trump  understudy.,2022-10-21T02:09:36.000Z,0,0,89
1277945440177131521,Supersk62991308,4886,30487,"Trump yet again presses ""rigged vote"" claims in personal attack, even though a federal judge determined this week that he knows better. https://t.co/4bad2yL6D6 # via @HuffPostPol",2022-10-21T02:09:36.000Z,0,0,178
2827190100,Unclefrankie1Jr,59,2397,https://t.co/KJbrIEDvrm,2022-10-21T02:09:36.000Z,0,0,23
1258122247035748352,DislykReality,39,4954,@MadDogMAGA76 @h3h3productions Trump and Biden are both pedos. Match made in heaven.,2022-10-21T02:09:36.000Z,0,0,84
