screen_name,id,protected,followers,follow_count
pmbaker1,14948967,False,367,515
SparkedMicro,183696341,False,5571,7291
mikeriley94,506755484,False,7,41
extraordinaries,18792826,False,2628,3067
LVAttorneys,501138043,False,28,101
FolloM,87701402,True,51,414
avrilkie,457068258,False,0,6
NZServiceSpy,450646552,False,6,42
mustafakemalakc,421998223,False,3,15
benspaulding,9113402,False,240,197
themisswhit,302748189,False,183,581
liayawgarien,170221957,False,8,41
josshands,17307484,False,2085,1393
PaulMBaker,148103797,False,2350,3364
AnitaBlanchard,14333918,False,1712,1521
katypearce,93782410,False,8864,2971
tamaleaver,814881,False,6483,5170
sorapark,14992552,False,1137,1651
kstansberry,14484631,False,1172,1087
pluraldave,16837614,True,314,374
MangoMedia_io,318039006,False,109,106
bretteades,88526245,False,50,300
DavidAHood,25960136,False,12672,11494
christellevh,123250256,False,373,919
MTNWestSecurity,294398908,False,101,740
LDSVineyard,237905252,False,1552,418
FooteTyler,323363353,False,12,9
renaissanceut,243906682,False,723,1689
RSLHaiku,304389351,False,62,100
Smarter_Babies,32179980,True,320,1250
VegasDray,27723848,True,72,322
atikajamil,272892394,False,7,179
rentalic,42095430,False,5448,7092
NoiseTrade,16452055,False,47994,5945
merrymoose,42177746,False,4,6
mercadomormon,253671189,False,152,605
YeahDudeGian,60433520,True,74,210
GisellaGamez,116983885,False,103,492
PortalSUD,54172126,False,927,936
aaronalder,30464791,False,169,432
Imaginedragons,75916180,False,5683002,16600
goldenveins,114656167,False,171,494
LDSguy,21093127,False,11247,3773
marionmorlett,156462811,True,380,4701
htagency,116997139,False,200,350
joltindustries,107777825,False,5,2
PostRank,16684279,False,3106,4227
AllinAKaau,120758498,False,290,1603
sturmoor,126737523,False,3,141
Oofficial,122071256,False,14,160
wesabe,3107091,False,3350,5321
bdaviston123,92429174,False,16,121
d4vek1ng,29457567,False,43,152
partnerdev,61222916,False,216,738
ReachTChildren,76221157,False,188,284
PregnantGuide,91314515,False,565,1576
mailekeone,15779088,False,4074,2493
piece2dot0,19613202,False,12870,17442
KellyWanlass,14398746,False,1585,3047
greenlanhal74,82809076,False,20,99
MiZtYgUrl,82804357,True,1,34
ccpmabelferreyr,80109065,False,0,1
willalburg2,45287600,False,331,1812
arnthorsnaer,787047,False,817,803
jlabe,26532236,False,338,706
mattflannery,37732149,False,238893,2334
LDSPhotoBlog,47659086,False,766,561
powertwitter,18656830,False,48852,46697
indovision,44676485,False,1308,1586
royalfletcher,35323425,False,62,104
c_heuer,58510803,False,61,219
wiseclerk,18608777,False,2201,1881
thecookiemaker,13603672,False,439,680
KivaMormons,56142991,False,129,116
Lingotek,30026213,False,3630,1562
language4u,49377472,False,616,1392
jarecoo,41825978,False,55,78
smfoote,42623119,False,155,231
HollieDs,48625589,False,22,123
airin356,24205451,False,187,479
sunnnyskies,45217414,False,5,75
ericarefu,39038119,False,33,377
real_hustle,37503923,False,455,1538
ColterReed,14529713,False,533,304
itsmattmp,26383109,False,99,189
zaenozaenozaeno,20081430,False,106,602
spottedred,17515642,False,34,99
tmcconnon,17024339,False,2168,214
fr0ke,15399701,False,39,28
